27.001,15.339,12.288,16.132,2.825,11.278
32.279,15.573,18.637,7.474,-4.39,1.658
34.681,14.611,21.782,6.643,-6.312,1.087
31.165,13.299,20.574,12.057,-2.441,9.716
25.283,10.527,15.279,12.929,-1.544,14.644
22.778,8.057,7.477,5.947,-6.522,8.547
29.003,12.865,7.724,2.927,-7.433,1.044
35.57,18.766,16.792,7.968,-3.638,0.479
30.894,16.308,17.023,12.25,-1.75,5.704
25.043,15.069,16.113,15.667,0.724,15.434
25.849,17.981,16.701,15.779,2.451,19.133
28.419,19.894,11.192,11.474,-1.494,6.252
30.75,22.329,7.949,11.113,-2.249,-4.468
35.426,28.884,17.008,18.111,5.464,4.109
32.913,28.263,23.068,19.443,8.522,15.58
24.819,20.766,18.022,14.748,3.194,15.806
20.741,17.327,10.728,13.161,-0.254,10.093
20.788,18.361,8.461,12.921,-0.064,4.143
20.491,17.326,13.314,9.867,-0.905,1.564
21.496,15.207,15.464,9.44,-1.78,4.572
25.197,14.967,10.398,14.908,0.399,10.605
26.204,15.972,4.657,19.149,3.232,12.933
23.424,15.27,3.189,15.002,1.682,7.243
25.146,16.904,10.855,8.937,-1.499,-0.062
28.568,17.683,19.891,5.703,-3.863,-1.22
27.201,15.228,21.444,7.598,-3.189,5.545
26.772,15.574,17.197,14.883,2.157,14.413
35.149,25.004,17.771,25.035,12.409,19.376
42.012,31.74,22.041,24.926,15.054,15.264
35.054,23.028,19.67,9.823,2.959,2.953
24.56,12.739,16.76,1.282,-4.405,1.77
24.467,16.295,19.85,12.458,5.598,16.341
29.304,24.129,17.246,23.729,16.015,23.55
36.814,30.37,15.075,25.146,17.495,17.211
42.244,29.836,20.07,18.993,10.446,7.578
38.681,23.193,25.084,14.746,3.811,6.261
33.82,21.733,24.91,21.969,8.796,17.622
30.908,21.821,16.005,26.171,12.381,22.047
28.593,17.111,2.636,16.511,5.115,8.428
36.403,20.695,8.53,11.329,2.707,-0.11
48.522,30.081,27.748,21.444,12.292,11.74
51.648,34.466,31.471,35.329,22.274,27.422
46.149,32.039,18.252,39.211,24.106,29.763
43.649,30.693,10.71,32.363,20.512,22.822
49.709,35.341,21.43,27.452,19.798,18.839
55.621,38.967,36.427,28.258,20.51,20.571
56.201,40.802,38.327,37.562,26.528,31.086
59.555,47.456,36.413,50.518,37.886,46.363
62.82,50.556,32.657,50.935,41.424,48.453
65.298,49.74,29.175,42.412,35.554,35.847
60.949,42.678,27.022,32.444,24.926,21.553
49.325,31.523,25.393,27.891,18.782,19.267
39.38,24.392,20.489,29.75,19.295,25.384
35.405,22.109,12.72,28.905,18.31,23.93
41.202,26.278,13.356,25.236,17.447,19.331
52.299,33.801,25.333,26.912,21.064,20.8
54.112,33.412,27.186,28.973,21.596,22.102
47.007,27.655,22.371,27.909,16.971,20.897
40.743,22.766,17.825,22.585,9.152,16.715
40.109,21.748,12.967,15.752,2.636,8.3
44.027,24.61,12.893,14.598,2.123,1.562
44.474,25.219,16.3,15.561,2.826,1.072
38.19,20.169,16.291,11.574,-1.105,3.729
29.638,12.766,11.683,5.383,-7.154,4.476
29.423,12.325,9.802,5.171,-6.729,5.545
34.715,17.026,11.804,7.541,-2.489,6.302
32.236,15.745,9.979,3.262,-5.107,2.027
27.871,14.466,8.923,-0.318,-8.903,-0.838
28.039,16.513,10.089,3.496,-7.01,2.768
32.973,20.706,12.266,11.785,0.073,7.742
42.904,29.287,18.876,19.995,9.284,11.212
47.692,33.059,21.15,20.506,10.258,8.301
40.803,25.275,14.312,11.083,0.283,-2.091
35.111,19.066,14.262,6.915,-3.994,-3.661
36.703,21.877,22.015,11.649,1.32,5.438
35.905,23.302,15.96,13.851,2.939,5.05
32.266,20.174,7.04,9.193,-1.232,-3.948
33.347,19.914,12.818,6.219,-2.29,-4.598
40.386,25.464,20.931,11.097,2.833,3.44
44.475,28.545,25.915,17.343,6.663,9.305
37.798,22.596,18.822,15.287,3.038,7.111
33.474,19.57,8.243,10.274,-1.342,0.948
35.734,20.938,7.848,5.385,-4.103,-4.634
34.187,17.679,14.926,1.062,-8.211,-7.472
28.296,11.774,17.582,1.197,-10.533,-4.057
24.138,8.942,8.28,2.844,-11.039,-0.996
25.224,11.181,-0.495,3.329,-10.547,-4.041
28.806,13.987,4.72,-0.919,-11.737,-9.368
31.564,15.46,17.501,-3.512,-12.027,-8.714
32.654,16.039,23.052,-0.753,-10.183,-2.11
27.715,13.243,14.089,2.085,-8.777,1.781
25.137,14.726,4.627,4.758,-5.549,1.183
28.723,17.817,3.491,3.223,-2.85,-2.514
33.564,18.113,8.692,-0.569,-3.596,-5.517
31.385,13.079,6.954,-2.936,-7.39,-4.691
26.528,9.409,-5.296,-0.095,-8.075,-1.883
26.67,11.918,-10.207,6.055,-3.498,0.608
28.424,14.443,-8.702,5.146,-3.438,-4.607
29.867,15.854,-3.753,0.355,-6.829,-11.911
32.815,19.398,3.883,2.759,-5.115,-8.105
30.278,18.658,1.614,6.829,-2.806,1.561
25.543,15.147,-8.099,6.394,-4.272,4.623
31.147,18.784,-12.406,6.825,-2.47,3.844
43.495,26.617,-10.489,8.537,0.996,3.466
44.564,24.877,-11.477,6.703,-1.124,0.495
38.511,19.364,-15.833,7.141,-3.19,-0.739
37.345,19.642,-19.183,12.112,0.71,3.892
43.499,26.393,-15.604,17.081,5.935,6.122
45.127,25.635,-10.948,13.537,2.403,-2.32
38.671,17.88,-7.766,7.712,-3.7,-9.848
36.44,17.788,1.246,12.485,1.129,-1.122
37.695,22.48,11.192,20.304,9.302,11.716
37.029,25.452,16.347,21.04,11.328,14.002
36.93,26.214,21.432,15.797,8.177,10.138
33.889,21.34,14.167,8.031,2.077,2.852
28.16,14.619,-0.559,2.501,-3.776,-4.621
22.099,9.931,-4.578,0.265,-6.612,-7.028
21.154,8.235,-1.108,0.422,-5.964,-3.767
30.366,14.071,4.16,6.768,0.135,2.078
38.224,18.602,6.073,11.022,2.615,1.793
33.431,14.432,5.62,8.479,-1.403,-3.4
25.727,8.87,5.303,5.402,-4.39,-3.378
24.984,8.563,5.417,6.57,-3.19,1.087
27.601,10.261,2.842,7.572,-1.874,1.635
32.801,14.505,4.053,11.886,2.754,1.901
37.434,18.589,11.703,15.645,7.061,3.898
32.331,13.732,11.441,10.174,2.54,1.548
25.181,6.828,2.209,3.226,-4.687,-2.891
22.546,4.82,-7.122,1.782,-6.44,-4.811
23.055,7.057,-9.492,3.042,-4.056,-4.437
26.19,11.335,-0.466,5.398,0.726,0.037
29.82,16.074,12.983,8.392,5.539,7.292
30.064,17.914,16.791,11.363,6.855,10.853
26.606,15.103,12.066,11.937,3.317,7.399
18.975,7.739,0.302,5.082,-4.639,-1.583
15.907,7.52,-3.469,2.193,-5.545,-3.373
19.385,11.067,5.013,2.99,-2.563,2.935
20.057,9.947,7.346,3.585,-1.862,6.939
17.823,8.487,5.035,4.478,-1.567,8.694
14.256,6.751,-0.681,2.033,-3.556,6.281
14.954,8.469,-6.302,0.327,-4.913,0.09
17.853,10.35,-5.01,-1.744,-7.305,-6.688
13.708,5.054,-1.59,-7.311,-13.198,-10.914
8.435,0.278,0.151,-8.08,-13.682,-5.931
11.177,4.221,1.545,-2.506,-7.632,3.518
18.594,12.975,5.58,4.207,0.346,12.003
24.211,17.466,10.519,3.617,0.466,12.597
17.994,7.73,7.241,-7.872,-11.749,1.069
16.205,3.284,2.268,-9.549,-16.698,-4.75
28.4,15.053,0.989,5.955,-4.03,6.303
42.545,28.988,2.851,20.959,10.42,18.754
43.563,27.615,-5.259,15.035,5.724,11.916
34.91,17.836,-15.722,1.308,-7.08,-3.383
30.981,15.908,-14.618,1.697,-7.085,-2.761
26.349,15.532,-14.146,5.418,-2.767,4.429
20.466,12.881,-19.983,2.632,-2.899,3.012
26.605,17.456,-17.064,2.745,-0.509,1.177
37.997,24.139,-5.702,6.894,2.362,2.694
37.667,21.153,-2.064,7.412,0.112,4.124
28.75,13.499,-5.112,4.245,-4.009,5.835
22.758,11.025,-4.475,1.573,-4.681,6.958
24.341,15.934,3.301,2.649,-1.565,6.202
23.629,17.027,11.716,1.573,-2.506,2.666
20.299,13.991,18.975,0.541,-4.537,1.702
20.292,13.204,23.038,3.808,-3.078,5.532
18.691,10.137,14.693,2.569,-5.714,3.478
16.026,6.673,1.14,-3.999,-12.273,-5.895
15.354,6.248,0.843,-9.469,-15.676,-11.317
14.829,6.399,4.522,-11.266,-15.879,-10.731
12.808,5.614,1.112,-11.283,-17.05,-9.511
6.151,-0.458,-10.076,-15.129,-23.289,-13.416
4.334,-3.043,-12.881,-17.089,-25.817,-17.521
18.335,7.723,-3.613,-10.805,-17.849,-12.715
30.735,16.863,-1.8,-5.82,-10.182,-3.937
27.779,15.931,-4.698,-3.85,-7.562,2.801
15.65,7.698,-7.644,-7.946,-13.54,-0.067
6.371,0.027,-11.829,-13.61,-21.427,-9.519
14.761,7.074,-8.904,-9.015,-17.683,-9.557
28.785,19.745,0.822,1.427,-6.513,0.287
30.169,23.04,8.269,4.612,-2.749,5.402
20.609,15.643,5.565,-1.811,-8.756,1.937
17.124,13.578,-0.352,-3.274,-10.349,-0.321
18.865,15.826,-5.481,-0.549,-6.906,0.26
18.697,16.106,-7.47,0.007,-6.015,-2.005
14.697,12.345,-4.073,-2.988,-8.878,-4.718
12.382,10.983,6.673,-2.144,-8.502,-1.072
10.852,10.725,11.883,-0.554,-7.344,2.314
3.639,4.853,6.625,-8.642,-14.314,-4.135
-0.219,2.948,11.411,-11.776,-14.453,-4.06
9.361,12.469,21.646,-4.565,-6.026,3.202
15.525,16.257,23.259,-2.95,-5.065,3.115
12.697,9.848,19.52,-7.545,-11.49,0.024
9.254,5.05,13.986,-8.736,-14.473,-2.415
7.585,4.532,6.586,-8.722,-14.614,-8.453
8.172,6.133,5.012,-9.552,-13.761,-12.323
14.894,12.012,14.386,-5.237,-7.451,-4.583
23.206,19.745,24.677,3.723,2.218,9.084
26.452,24.083,27.256,9.899,7.71,16.675
19.887,17.831,17.526,4.672,0.57,11.384
7.627,5.209,3.329,-9.136,-13.226,-2.667
3.559,2.105,-1.051,-16.826,-20.01,-13.555
6.803,5.764,8.664,-14.542,-17.645,-12.348
10.46,8.353,19.265,-9.303,-12.462,-2.748
12.486,8.799,18.759,-7.688,-10.3,1.83
13.098,8.371,12.013,-10.123,-11.555,-2.144
16.938,11.799,13.592,-9.442,-10.295,-4.062
19.853,13.661,19.939,-7.125,-9.066,-1.966
18.998,11.727,21.189,-4.876,-8.289,2.248
28.655,19.927,24.703,8.15,2.468,13.977
41.307,31.25,26.27,21.632,14.569,23.271
41.194,30.361,19.538,18.38,12.288,16.804
33.742,22.753,13.592,8.533,2.316,4.325
27.359,17.557,12.886,4.848,-2.522,1.483
24.489,16.321,13.637,4.617,-1.346,7.592
29.786,23.427,18.316,10.222,5.057,15.153
35.219,29.934,23.805,12.795,6.932,15.009
30.478,24.435,24.603,3.812,-1.74,3.883
23.797,16.855,21.304,-3.136,-8.216,-4.304
23.996,18.45,17.563,1.82,-4.84,-0.539
24.326,19.199,15.724,5.893,-3.074,3.363
23.106,15.972,7.226,2.034,-7.555,-2.105
25.606,16.655,0.058,-0.775,-9.394,-7.613
30.335,21.126,5.731,4.24,-3.838,-2.088
30.225,22.307,14.844,9.008,1.937,9.031
24.082,18.045,15.188,5.288,1.178,12.354
21.575,15.611,11.859,0.167,-0.967,9.563
25.181,16.41,10.467,-0.115,-0.738,9.815
27.359,17.288,13.686,1.757,0.296,11.965
24.638,15.372,14.522,1.448,-1.257,9.031
22.101,13.581,10.922,1.409,-3.122,3.407
27.294,18.02,14.146,5.985,1.046,5.16
34.99,23.334,22.192,8.946,5.785,11.246
35.478,22.11,23.211,6.969,5.178,13.847
31.69,18.999,11.904,5.585,1.965,10.073
26.247,15.187,2.503,3.114,-2.411,1.981
26.125,14.582,3.897,1.29,-3.787,-1.382
36.142,22.549,13.09,7.322,3.042,5.491
43.923,29.472,19.226,11.704,8.589,13.196
43.16,29.912,20.314,11.387,9.146,15.719
39.218,27.032,17.579,8.284,5.745,12.626
33.163,20.888,12.753,2.849,-0.048,5.103
31.667,18.293,12.365,1.193,-2.128,1.277
35.995,21.762,14.944,5.22,1.542,5.197
40.924,27.896,16.879,12.593,8.523,13.042
41.59,29.056,15.547,14.921,9.762,15.062
38.667,25.563,15.08,12.138,5.532,10.712
38.521,24.408,17.387,10.392,3.335,8.654
39.5,25.223,17.44,8.551,2.596,9.416
35.32,22.253,12.757,2.136,-2.376,6.674
26.499,14.59,6.691,-7.858,-10.949,0.17
22.087,12.359,9.436,-10.034,-12.219,0.249
25.066,17.468,17.266,-4.39,-5.128,7.952
31.903,24.726,21.54,3.601,4.12,14.592
36.48,28.805,19.922,8.45,7.853,13.929
34.897,26.554,17.149,8.566,5.186,10.854
36.559,28.752,23.545,12.807,8.16,17.728
44.268,37.958,33.985,23.112,18.94,30.123
50.037,42.95,36.775,30.142,26.047,35.136
50.497,42.455,38.019,31.525,27.139,34.995
43.062,36.148,33.907,23.878,20.383,30.058
34.609,29.996,28.761,15.423,13.537,24.746
33.982,30.734,28.62,16.728,15.374,27.533
34.003,32.352,21.065,19.211,17.525,28.015
34.011,32.816,12.699,18.743,17.031,20.969
40.021,35.914,19.593,20.968,19.8,20.178
46.634,40.354,34.133,26.996,25.339,29.615
43.469,38.031,35.492,26.59,23.195,32.35
35.567,31.655,26.092,20.461,16.747,25.988
37.682,33.49,26.199,20.796,17.799,24.68
42.712,36.236,31.358,21.034,19.291,26.038
37.808,28.451,25.487,12.54,10.756,19.33
28.905,16.836,13.541,1.574,-1.841,8.577
26.256,13.41,10.111,0.372,-5.468,5.786
30.759,18.765,18.093,5.092,-1.059,10.983
36.838,24.961,29.387,7.855,2.828,15.273
39.21,27.059,30.331,6.179,2.058,12.838
38.774,26.961,22.535,7.218,1.976,9.278
37.693,26.432,20.476,9.146,3.104,10.367
35.183,23.408,20.267,6.169,0.825,10.564
38.107,24.584,19.826,5.238,0.079,7.36
44.557,29.578,22.591,8.815,3.594,7.231
43.692,29.024,23.414,8.998,2.99,8.871
31.717,17.807,12.221,-0.322,-6.347,4.088
23.893,12.171,8.152,-6.484,-11.697,-1.095
24.502,14.508,9.331,-8.092,-12.338,-4.477
24.863,14.765,12.664,-10.889,-13.91,-5.657
24.627,13.402,15.326,-12.358,-14.536,-3.013
26.683,15.079,12.347,-9.726,-13.204,-2.349
28.699,16.66,9.616,-6.423,-11.382,-2.492
30.889,17.215,12.445,-4.304,-10.462,-1.636
31.644,15.957,13.023,-4.448,-10.609,-1.028
36.159,20.607,14.29,0.416,-4.69,3.688
41.709,28.503,19.457,8.418,4.735,11.099
36.875,24.878,18.265,6.318,3.356,9.731
26.903,15.448,8.396,-1.303,-5.018,0.729
27.015,15.08,7.51,-3.034,-6.247,-1.865
38.79,25.104,17.233,7.226,3.757,5.787
41.507,26.89,17.104,9.958,4.972,6.688
27.662,14.886,6.459,-3.489,-8.956,-4.521
18.883,6.965,2.597,-15.158,-19.288,-11.399
26.218,12.478,8.57,-11.275,-15.012,-6.014
36.451,20.462,14.467,-1.113,-5.518,2.363
40.976,24.422,18.752,6.515,0.792,6.454
36.227,20.664,17.101,4.336,-1.52,4.295
27.353,13.423,9.743,-2.862,-7.225,-0.254
27.578,13.181,6.804,-4.698,-6.843,-1.779
31.241,15.638,9.111,-4.75,-5.737,-3.826
32.668,16.542,15.337,-2.892,-3.854,-2.3
34.444,16.838,19.489,-0.896,-3.103,1.457
32.084,14.835,15.904,-1.752,-4.493,1.301
31.041,14.688,12.493,-3.286,-5.988,-0.67
28.826,12.669,9.018,-7.551,-10.718,-5.596
23.633,8.426,3.153,-12.927,-15.72,-10.116
22.857,7.601,4.375,-13.715,-15.738,-9.085
29.018,13.523,12.483,-6.366,-7.183,-1.142
36.118,21.816,19.985,1.693,1.58,6.341
31.759,17.922,17.896,-3.102,-1.74,4.492
26.138,11.301,16.522,-9.399,-6.294,3.668
29.028,11.002,19.784,-9.359,-7.68,3.917
29.842,8.366,9.452,-11.056,-11.662,-3.777
31.656,9.351,5.072,-10.369,-11.895,-7.774
33.543,11.001,8.721,-8.944,-9.792,-4.512
34.627,12.293,7.89,-8.347,-8.57,-2.961
36.962,14.658,5.102,-9.635,-9.438,-5.303
40.22,17.822,9.716,-7.468,-7.269,-2.883
42.549,20.123,16.309,-2.323,-2.116,5.071
39.885,18.202,13.929,-2.055,-1.525,7.239
33.626,14.073,5.491,-7.165,-5.903,2.332
29.059,11.711,1.739,-11.704,-10.311,-3.503
29.292,11.438,5.095,-12.793,-11.495,-4.234
30.662,11.553,4.994,-10.802,-10.5,-2.112
30.086,9.562,0.754,-10.267,-10.796,-3.953
30.878,8.732,1.886,-11.382,-11.237,-6.607
33.521,11.395,4.65,-10.26,-8.864,-5.312
36.055,15.325,5.44,-7.475,-5.584,-1.999
39.125,20.161,10.355,-1.611,0.722,4.996
40.088,22.128,14.927,1.128,3.074,9.01
33.902,17.051,11.352,-3.003,-1.316,4.448
33.539,17.424,11.99,-2.422,-1.374,2.817
38.22,22.064,18.218,0.571,1.506,7.654
37.483,21.421,19.206,-0.478,0.796,9.572
33.299,17.977,13.968,-1.036,-0.955,6.963
28.588,12.99,9.822,-2.024,-3.611,4.635
25.348,8.634,5.594,-6.444,-7.94,0.531
23.598,5.168,4.547,-13.171,-13.077,-6.756
20.716,0.988,4.792,-15.558,-15.522,-9.954
19.693,1.355,2.12,-12.477,-12.539,-6.125
21.14,4.49,-2.867,-10.872,-8.936,-3.743
24.539,7.171,1.355,-9.95,-6.24,-2.388
28.333,7.898,11.901,-7.806,-3.464,2.479
29.273,6.76,12.234,-6.687,-1.605,5.932
29.288,5.872,5.416,-6.584,-2.451,2.275
26.391,0.998,-0.587,-10.077,-7.719,-5.075
27.158,0.38,1.421,-8.482,-7.127,-4.027
31.717,3.923,5.383,-4.288,-1.97,1.41
30.627,2.122,3.589,-5.859,-3.365,-0.578
28.085,-1.562,3.99,-7.861,-7.161,-2.458
31.56,1.315,11.284,-3.418,-4.633,4.007
35.596,4.897,14.706,-1.008,-1.379,9.475
37.248,5.129,11.947,-3.66,-2.547,7.728
38.819,4.961,11.621,-2.99,-3.808,3.822
38.516,4.082,12.806,-1.149,-4.681,1.883
36.513,2.968,12.162,-1.469,-5.276,1.91
39.116,5.874,12.087,-0.174,-3.002,2.53
46.022,11.26,15.627,3.387,0.986,3.393
50.946,14.804,20.856,6.648,4.644,6.581
50.03,14.851,20.181,7.979,5.426,9.054
43.317,10.532,13.446,4.725,1.587,6.412
39.032,7.787,9.145,1.278,-2.331,1.487
41.621,12.005,8.988,3.503,0.429,1.19
46.266,19.657,13.19,8.67,6.923,6.383
48.444,23.535,19.529,12.268,11.032,12.049
48.841,23.25,22.195,12.279,10.864,13.816
49.41,23.096,21.144,13.214,11.951,14.808
50.325,23.362,17.966,13.59,12.103,14.092
46.748,19.695,13.778,11.505,9.207,10.781
45.358,18.759,13.803,12.095,8.501,10.214
46.549,20.08,15.754,12.645,8.576,10.053
46.347,20.638,18.758,10.591,6.526,8.227
44.57,19.637,21.376,9.784,5.046,9.383
45.697,21.937,27.465,13.216,8.777,17.576
46.513,23.446,26.55,11.878,9.023,19.577
42.141,20.002,18.37,4.552,3.461,11.944
41.123,19.262,19.578,2.744,2.459,10.251
43.282,22.095,19.548,5.613,5.234,12.501
41.526,20.785,14.883,3.523,2.613,9.417
36.658,15.722,7.425,-3.231,-4.883,3.02
36.017,15.39,5.741,-6.345,-8.163,0.733
40.949,22.005,15.326,-1.484,-4.592,3.622
42.55,23.866,21.247,1.055,-3.352,3.885
42.11,23.115,21.076,3.353,-2.871,2.952
41.067,22.696,17.648,3.912,-3.671,2.108
35.701,18.877,10.935,-1.998,-9.442,-2.426
32.7,16.543,7.615,-6.792,-12.904,-4.924
33.282,17.442,9.012,-5.485,-12.056,-4
31.305,17.109,8.648,-3.245,-10.401,-2.907
34.882,21.319,11.098,2.351,-4.067,2.812
44.037,29.062,16.282,10.458,4.425,9.85
45.933,30.39,19.034,13.189,5.615,9.844
38.335,23.939,13.611,8.22,-0.416,5.469
33.732,21.103,8.836,4.738,-3.369,2.994
34.635,22.687,12.36,3.797,-2.883,2.49
36.601,23.767,16.042,2.824,-3.206,1.908
36.459,21.948,14.452,-0.896,-6.631,-1.27
35.827,20.499,17.152,-1.619,-6.848,-0.838
37.299,22.552,18.503,1.408,-4.379,3.339
36.922,23.087,18.381,2.71,-3.504,4.932
36.19,22.507,19.397,1.855,-2.985,5.042
36.542,23.435,17.031,2.95,0.14,7.262
37.991,26.711,14.879,6.737,4.813,10.876
35.964,26.579,13.498,7.585,5.916,10.743
31.28,22.613,9.491,3.498,1.5,4.99
29.359,19.93,6.947,1.099,-1.858,0.015
34.159,23.905,11.618,6.449,1.782,3.499
42.504,32.335,19.47,17.818,11.807,15.26
48.054,37.912,20.649,25.426,17.394,21.576
42.41,32.127,11.909,19.002,10.56,13.914
35.315,25.957,10.291,11.767,4.975,8.936
34.549,26.398,15.459,13.035,8.005,13.358
33.822,25.399,15.878,13.822,8.604,14.837
29.975,21.4,12.441,10.784,4.008,12.514
27.187,20.072,9.593,8.016,-0.306,8.667
24.819,19.462,8.762,4.616,-3.189,4.163
26.683,21.785,14.848,5.873,-0.701,6.812
26.264,19.534,15.799,4.611,-2.366,8.256
17.3,8.377,2.717,-5.114,-13.949,-2.356
13.329,2.713,-6.34,-11.338,-20.511,-10.723
21.498,8.997,-0.648,-6.704,-13.825,-5.32
35.785,22.784,14.596,6.331,1.127,7.822
41.38,30.142,23.902,13.451,7.627,13.414
33.432,24.121,20.877,8.466,2.165,8.745
29.66,20.689,19.836,6.657,1.488,9.291
35.033,26.025,28.381,13.138,8.494,18.03
35.774,26.289,26.715,13.539,8.828,16.752
31.478,21.029,19.454,6.602,1.321,4.887
26.697,15.767,12.931,0.661,-4.66,-1.816
24.535,14.36,11.353,-0.166,-6.534,-2.27
26.238,16.863,14.609,3.788,-4.518,-0.702
32.274,20.723,18.834,9.073,-0.189,3.083
38.459,23.196,20.736,13.023,2.999,6.553
39.771,21.636,18.143,13.292,2.357,6.964
39.29,19.885,16.56,11.841,0.985,7.199
39.68,20.32,18.973,12.39,2.186,9.383
37.901,18.924,16.372,11.339,-0.042,7.867
34.045,15.97,9.838,8.339,-4.305,2.769
